Timestamp,Total_Value_USD,Holdings_BTC,Holdings_ETH,Holdings_SOL,Holdings_USDT,BTC_Price,ETH_Price,SOL_Price
2025-11-19 16:51:27,10000.0,0.00000000,0.00000000,0.00000000,10000.0,91623.8984375,3093.65087890625,139.5030975341797
